LAYER,GM_TYPE,PHH_ID,Type,Pop2016,TDwell2016,URDwell206,DBUID_Idid,HEXUID_IdU,Pruid_Prid,Latitude,Longitude,ONS_ID,ONS_Name,ONS_Region,status,walkscore,description,updated,snapped_lat,snapped_lon,bike.score,bike.description
4,Unknown Point Feature,1396803,4,7.88888888888889,3.85185185185185,3.66666666666667,35060577005,ON45310757,35,45.323654,-75.717965,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,37,Car-Dependent,2023-02-09 14:50:04.573454,45.324,-75.7185,63,Bikeable
3,Unknown Point Feature,1396932,3,9.8,3.6,3.6,35060579012,ON45310757,35,45.322275,-75.742146,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,9,Car-Dependent,2023-02-09 14:24:41.532613,45.3225,-75.7425,70,Very Bikeable
4,Unknown Point Feature,1396766,4,12.7027027027027,4.43243243243243,4.40540540540541,35060576001,ON45310757,35,45.319614,-75.713192,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,14,Car-Dependent,2023-02-09 14:57:14.071303,45.3195,-75.7125,45,Somewhat Bikeable
3,Unknown Point Feature,1396805,3,7.88888888888889,3.85185185185185,3.66666666666667,35060577005,ON45310757,35,45.320396,-75.721452,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,30,Car-Dependent,2023-02-09 14:42:57.566037,45.321,-75.7215,59,Bikeable
4,Unknown Point Feature,1396670,4,9,3,2.90909090909091,35060574009,ON45310757,35,45.322565,-75.705818,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,28,Car-Dependent,2023-02-09 14:38:52.343994,45.3225,-75.7065,43,Somewhat Bikeable
4,Unknown Point Feature,1396708,4,6,2,2,35060575005,ON45310757,35,45.324722,-75.714483,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,33,Car-Dependent,2023-02-09 14:41:27.836977,45.324,-75.714,57,Bikeable
3,Unknown Point Feature,1396740,3,12.3333333333333,4.66666666666667,4.66666666666667,35060575008,ON45310757,35,45.322167,-75.709864,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,23,Car-Dependent,2023-02-09 14:56:13.767386,45.3225,-75.7095,45,Somewhat Bikeable
4,Unknown Point Feature,1396804,4,7.88888888888889,3.85185185185185,3.66666666666667,35060577005,ON45310757,35,45.32135,-75.716679,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,30,Car-Dependent,2023-02-09 14:40:20.437649,45.321,-75.717,55,Bikeable
3,Unknown Point Feature,1396945,3,1.73846153846154,0.523076923076923,0.507692307692308,35060579028,ON45310757,35,45.327501,-75.748048,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,16,Car-Dependent,2023-02-09 14:28:19.884244,45.327,-75.7485,66,Bikeable
4,Unknown Point Feature,1396795,4,7.88888888888889,3.85185185185185,3.66666666666667,35060577005,ON45310757,35,45.32192,-75.717,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,33,Car-Dependent,2023-02-09 14:22:50.325778,45.3225,-75.717,60,Bikeable
3,Unknown Point Feature,1396701,3,14.2,5,5,35060575004,ON45310757,35,45.323752,-75.717068,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,37,Car-Dependent,2023-02-09 14:52:49.181234,45.324,-75.717,62,Bikeable
3,Unknown Point Feature,1396635,3,7.75,2.5,2.5,35060574001,ON45310757,35,45.326592,-75.70807,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,39,Car-Dependent,2023-02-09 14:54:15.699888,45.327,-75.708,54,Bikeable
3,Unknown Point Feature,1396738,3,16,5,5,35060575007,ON45310757,35,45.320377,-75.71395,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,19,Car-Dependent,2023-02-09 14:54:10.614187,45.321,-75.714,48,Somewhat Bikeable
3,Unknown Point Feature,1396754,3,12.7027027027027,4.43243243243243,4.40540540540541,35060576001,ON45310757,35,45.320169,-75.710239,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,16,Car-Dependent,2023-02-09 14:56:08.032450,45.3195,-75.7095,30,Somewhat Bikeable
3,Unknown Point Feature,1396466,3,6.5,2.75,2.75,35060573025,ON45310757,35,45.32324,-75.701837,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,26,Car-Dependent,2023-02-09 14:52:33.712833,45.3225,-75.702,32,Somewhat Bikeable
4,Unknown Point Feature,1396879,4,3.61538461538462,1.26923076923077,1.19230769230769,35060578015,ON45310757,35,45.317465,-75.728701,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,14,Car-Dependent,2023-02-09 14:41:24.487288,45.318,-75.729,54,Bikeable
4,Unknown Point Feature,1396433,4,14,4.33333333333333,4.33333333333333,35060573014,ON45310757,35,45.32491,-75.703354,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,34,Car-Dependent,2023-02-09 14:25:43.765476,45.3255,-75.7035,50,Bikeable
4,Unknown Point Feature,1396457,4,7,2.2,2.2,35060573018,ON45310757,35,45.325595,-75.712181,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,37,Car-Dependent,2023-02-09 14:40:50.230680,45.3255,-75.7125,55,Bikeable
3,Unknown Point Feature,1396751,3,12.7027027027027,4.43243243243243,4.40540540540541,35060576001,ON45310757,35,45.322933,-75.704388,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,28,Car-Dependent,2023-02-09 14:26:50.376115,45.3225,-75.705,42,Somewhat Bikeable
4,Unknown Point Feature,1396636,4,7.75,2.5,2.5,35060574001,ON45310757,35,45.326927,-75.706723,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,38,Car-Dependent,2023-02-09 14:21:36.227123,45.327,-75.7065,54,Bikeable
3,Unknown Point Feature,1396833,3,16.6,5.6,5.6,35060578003,ON45310757,35,45.316519,-75.725948,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,17,Car-Dependent,2023-02-09 14:31:03.366792,45.3165,-75.726,56,Bikeable
4,Unknown Point Feature,1396446,4,7.5,2.75,2.75,35060573016,ON45310757,35,45.324674,-75.710089,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,32,Car-Dependent,2023-02-09 14:17:22.055835,45.324,-75.7095,48,Somewhat Bikeable
3,Unknown Point Feature,1396659,3,13.6,5,4.73333333333333,35060574004,ON45310757,35,45.323334,-75.708308,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,31,Car-Dependent,2023-02-09 14:49:20.902898,45.324,-75.708,47,Somewhat Bikeable
4,Unknown Point Feature,1396752,4,12.7027027027027,4.43243243243243,4.40540540540541,35060576001,ON45310757,35,45.32272,-75.704612,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,28,Car-Dependent,2023-02-09 14:26:50.376115,45.3225,-75.705,42,Somewhat Bikeable
3,Unknown Point Feature,1396782,3,13,5.6,5.4,35060577002,ON45310757,35,45.320418,-75.717292,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,30,Car-Dependent,2023-02-09 14:40:20.437649,45.321,-75.717,55,Bikeable
4,Unknown Point Feature,1396442,4,7.5,2.75,2.75,35060573016,ON45310757,35,45.325807,-75.710249,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,37,Car-Dependent,2023-02-09 14:54:21.091626,45.3255,-75.7095,52,Bikeable
3,Unknown Point Feature,1396851,3,8,3.25,3.25,35060578006,ON45310757,35,45.316048,-75.730577,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,11,Car-Dependent,2023-02-09 14:26:14.732308,45.3165,-75.7305,54,Bikeable
3,Unknown Point Feature,1396937,3,3.8,1.2,1.2,35060579013,ON45310757,35,45.320943,-75.743966,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,9,Car-Dependent,2023-02-09 14:38:20.774149,45.321,-75.744,69,Bikeable
3,Unknown Point Feature,1396897,3,11.1666666666667,4.5,4.33333333333333,35060579006,ON45310757,35,45.324837,-75.737332,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,7,Car-Dependent,2023-02-09 14:44:20.323201,45.3255,-75.738,62,Bikeable
4,Unknown Point Feature,1396516,4,4.57142857142857,2.66666666666667,2.57142857142857,35060573044,ON45310757,35,45.324883,-75.70114,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,30,Car-Dependent,2023-02-09 14:26:28.608834,45.3255,-75.7005,56,Bikeable
3,Unknown Point Feature,1396661,3,13.6,5,4.73333333333333,35060574004,ON45310757,35,45.322527,-75.707072,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,28,Car-Dependent,2023-02-09 14:38:52.343994,45.3225,-75.7065,43,Somewhat Bikeable
4,Unknown Point Feature,1396798,4,7.88888888888889,3.85185185185185,3.66666666666667,35060577005,ON45310757,35,45.318879,-75.71526,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,26,Car-Dependent,2023-02-09 14:24:52.722361,45.3195,-75.7155,49,Somewhat Bikeable
3,Unknown Point Feature,1396836,3,9.5,3.75,3.75,35060578004,ON45310757,35,45.316974,-75.727899,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,15,Car-Dependent,2023-02-09 14:49:19.171523,45.3165,-75.7275,53,Bikeable
3,Unknown Point Feature,1396778,3,12.7027027027027,4.43243243243243,4.40540540540541,35060576001,ON45310757,35,45.323247,-75.702589,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,26,Car-Dependent,2023-02-09 14:52:33.712833,45.3225,-75.702,32,Somewhat Bikeable
4,Unknown Point Feature,1396506,4,4.57142857142857,2.66666666666667,2.57142857142857,35060573044,ON45310757,35,45.325647,-75.700528,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,30,Car-Dependent,2023-02-09 14:26:28.608834,45.3255,-75.7005,56,Bikeable
4,Unknown Point Feature,1396785,4,13,5.6,5.4,35060577002,ON45310757,35,45.320382,-75.716131,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,30,Car-Dependent,2023-02-09 14:23:02.470971,45.321,-75.7155,55,Bikeable
4,Unknown Point Feature,1396902,4,11.1666666666667,4.5,4.33333333333333,35060579006,ON45310757,35,45.324344,-75.736448,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,9,Car-Dependent,2023-02-09 14:29:45.497964,45.324,-75.7365,55,Bikeable
4,Unknown Point Feature,1396660,4,13.6,5,4.73333333333333,35060574004,ON45310757,35,45.32311,-75.708106,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,26,Car-Dependent,2023-02-09 14:45:39.143764,45.3225,-75.708,44,Somewhat Bikeable
3,Unknown Point Feature,1396910,3,5.5,2.75,2.5,35060579008,ON45310757,35,45.323569,-75.737645,3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,OTTAWA,1,8,Car-Dependent,2023-02-09 14:28:49.171525,45.324,-75.738,62,Bikeable
3,Unknown Point Feature,1392394,3,23.5,8.5,8.5,35060413006,ON45410757,35,45.395165,-75.736744,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,59,Somewhat Walkable,2023-02-09 14:25:32.956378,45.3945,-75.7365,99,Biker's Paradise
3,Unknown Point Feature,1447648,3,20,6.25,6,35061873005,ON45410757,35,45.404281,-75.746937,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,26,Car-Dependent,2023-02-09 14:35:12.848614,45.405,-75.747,93,Biker's Paradise
4,Unknown Point Feature,1391522,4,28.75,11,10.75,35060379003,ON45410757,35,45.396924,-75.732776,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,73,Very Walkable,2023-02-09 14:51:30.668265,45.3975,-75.7335,99,Biker's Paradise
4,Unknown Point Feature,1447718,4,2.15686274509804,0.843137254901961,0.803921568627451,35061873016,ON45410757,35,45.405946,-75.744984,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,20,Car-Dependent,2023-02-09 14:41:46.532087,45.4065,-75.7455,88,Very Bikeable
3,Unknown Point Feature,1447726,3,12.8333333333333,5.5,5.41666666666667,35061873017,ON45410757,35,45.404038,-75.743902,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,46,Car-Dependent,2023-02-09 14:24:45.527395,45.4035,-75.744,99,Biker's Paradise
4,Unknown Point Feature,1447659,4,10.2,3.8,3.8,35061873007,ON45410757,35,45.401868,-75.748055,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,45,Car-Dependent,2023-02-09 14:24:30.355147,45.402,-75.7485,97,Biker's Paradise
3,Unknown Point Feature,1447522,3,11.5,4.25,4.25,35061870007,ON45410757,35,45.399023,-75.742842,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,67,Somewhat Walkable,2023-02-09 14:33:17.174335,45.399,-75.7425,100,Biker's Paradise
4,Unknown Point Feature,1447468,4,2.1,0.8,0.7,35061869005,ON45410757,35,45.400593,-75.742717,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,64,Somewhat Walkable,2023-02-09 14:52:39.615538,45.4005,-75.7425,100,Biker's Paradise
3,Unknown Point Feature,1391531,3,23,10,9.75,35060379005,ON45410757,35,45.394701,-75.732946,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,61,Somewhat Walkable,2023-02-09 14:20:41.788812,45.3945,-75.7335,100,Biker's Paradise
4,Unknown Point Feature,1392361,4,7.66666666666667,3,3,35060413002,ON45410757,35,45.396254,-75.740403,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,67,Somewhat Walkable,2023-02-09 14:22:29.356539,45.396,-75.741,99,Biker's Paradise
4,Unknown Point Feature,1447625,4,13.6,5.2,5,35061872011,ON45410757,35,45.400503,-75.739956,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,69,Somewhat Walkable,2023-02-09 14:33:14.014918,45.4005,-75.7395,100,Biker's Paradise
4,Unknown Point Feature,1411383,4,2.2,0.9,0.8,35061089007,ON45410757,35,45.391332,-75.737335,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,44,Car-Dependent,2023-02-09 14:24:16.416784,45.3915,-75.738,99,Biker's Paradise
3,Unknown Point Feature,1447608,3,23.5,9,9,35061872008,ON45410757,35,45.40133,-75.737593,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,69,Somewhat Walkable,2023-02-09 14:51:17.806450,45.402,-75.738,100,Biker's Paradise
3,Unknown Point Feature,1447460,3,2.1,0.8,0.7,35061869005,ON45410757,35,45.400444,-75.74295,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,64,Somewhat Walkable,2023-02-09 14:52:39.615538,45.4005,-75.7425,100,Biker's Paradise
3,Unknown Point Feature,1392406,3,16.8,6.6,6.6,35060413008,ON45410757,35,45.396017,-75.736589,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,69,Somewhat Walkable,2023-02-09 14:34:19.545188,45.396,-75.7365,99,Biker's Paradise
3,Unknown Point Feature,1447594,3,26.25,13,12.5,35061872005,ON45410757,35,45.402434,-75.73454,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,72,Very Walkable,2023-02-09 14:28:20.845039,45.402,-75.735,100,Biker's Paradise
3,Unknown Point Feature,1447541,3,7.6,2.4,2.2,35061870010,ON45410757,35,45.398585,-75.742584,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,67,Somewhat Walkable,2023-02-09 14:33:17.174335,45.399,-75.7425,100,Biker's Paradise
3,Unknown Point Feature,1447518,3,10.25,3.75,3.75,35061870006,ON45410757,35,45.399099,-75.740869,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,69,Somewhat Walkable,2023-02-09 14:44:27.999640,45.399,-75.741,100,Biker's Paradise
4,Unknown Point Feature,1391524,4,25.25,8.5,8.5,35060379004,ON45410757,35,45.395536,-75.73192,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,70,Very Walkable,2023-02-09 14:34:08.179021,45.396,-75.732,100,Biker's Paradise
3,Unknown Point Feature,1392347,3,15.2727272727273,7.18181818181818,7.09090909090909,35060413001,ON45410757,35,45.396609,-75.739556,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,65,Somewhat Walkable,2023-02-09 14:37:23.546638,45.396,-75.7395,99,Biker's Paradise
4,Unknown Point Feature,1447568,4,38,21.4,21,35061871002,ON45410757,35,45.40038,-75.733717,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,74,Very Walkable,2023-02-09 14:26:17.492770,45.4005,-75.7335,99,Biker's Paradise
4,Unknown Point Feature,1447583,4,12.4,6,6,35061871005,ON45410757,35,45.399569,-75.736946,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,73,Very Walkable,2023-02-09 14:45:06.897419,45.399,-75.7365,99,Biker's Paradise
3,Unknown Point Feature,1392377,3,8.66666666666667,3.33333333333333,3.33333333333333,35060413003,ON45410757,35,45.396454,-75.738865,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,65,Somewhat Walkable,2023-02-09 14:37:23.546638,45.396,-75.7395,99,Biker's Paradise
4,Unknown Point Feature,1447642,4,5.28571428571429,1.85714285714286,1.85714285714286,35061873004,ON45410757,35,45.40323,-75.747798,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,28,Car-Dependent,2023-02-09 14:43:52.993330,45.4035,-75.7485,93,Biker's Paradise
3,Unknown Point Feature,1392346,3,15.2727272727273,7.18181818181818,7.09090909090909,35060413001,ON45410757,35,45.397789,-75.740333,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,71,Very Walkable,2023-02-09 14:51:02.637356,45.3975,-75.741,99,Biker's Paradise
3,Unknown Point Feature,1447640,3,5.28571428571429,1.85714285714286,1.85714285714286,35061873004,ON45410757,35,45.404682,-75.748419,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,21,Car-Dependent,2023-02-09 14:28:12.571367,45.405,-75.7485,91,Biker's Paradise
4,Unknown Point Feature,1447638,4,5.28571428571429,1.85714285714286,1.85714285714286,35061873004,ON45410757,35,45.403391,-75.747171,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,33,Car-Dependent,2023-02-09 14:42:58.843526,45.4035,-75.747,95,Biker's Paradise
3,Unknown Point Feature,1391546,3,13.3333333333333,5.33333333333333,5.16666666666667,35060379007,ON45410757,35,45.397389,-75.732273,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,72,Very Walkable,2023-02-09 14:34:17.090783,45.3975,-75.732,99,Biker's Paradise
3,Unknown Point Feature,1411387,3,2.2,0.9,0.8,35061089007,ON45410757,35,45.390773,-75.737619,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,44,Car-Dependent,2023-02-09 14:24:16.416784,45.3915,-75.738,99,Biker's Paradise
4,Unknown Point Feature,1411342,4,24.75,8.5,8.5,35061089002,ON45410757,35,45.392723,-75.735235,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,50,Somewhat Walkable,2023-02-09 14:29:58.647273,45.393,-75.735,98,Biker's Paradise
3,Unknown Point Feature,1391542,3,13.3333333333333,5.33333333333333,5.16666666666667,35060379007,ON45410757,35,45.394479,-75.73091,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,63,Somewhat Walkable,2023-02-09 14:53:03.306898,45.3945,-75.7305,99,Biker's Paradise
4,Unknown Point Feature,1447440,4,23.25,8,7.75,35061869001,ON45410757,35,45.403005,-75.744072,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,46,Car-Dependent,2023-02-09 14:24:45.527395,45.4035,-75.744,99,Biker's Paradise
3,Unknown Point Feature,1411358,3,19.5,8.5,8.5,35061089005,ON45410757,35,45.390725,-75.733963,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,57,Somewhat Walkable,2023-02-09 14:42:43.213488,45.39,-75.7335,100,Biker's Paradise
3,Unknown Point Feature,1392403,3,16.8,6.6,6.6,35060413008,ON45410757,35,45.395549,-75.738055,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,68,Somewhat Walkable,2023-02-09 14:29:30.583270,45.396,-75.738,99,Biker's Paradise
3,Unknown Point Feature,1447664,3,12.6,5.2,4.8,35061873011,ON45410757,35,45.404895,-75.744776,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,34,Car-Dependent,2023-02-09 14:56:56.651086,45.405,-75.7455,88,Very Bikeable
4,Unknown Point Feature,1447646,4,20,6.25,6,35061873005,ON45410757,35,45.404533,-75.746055,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,34,Car-Dependent,2023-02-09 14:56:56.651086,45.405,-75.7455,88,Very Bikeable
3,Unknown Point Feature,1447447,3,24.25,9.25,9,35061869002,ON45410757,35,45.402479,-75.745918,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,32,Car-Dependent,2023-02-09 14:54:11.551001,45.402,-75.7455,96,Biker's Paradise
3,Unknown Point Feature,1447564,3,38,21.4,21,35061871002,ON45410757,35,45.401119,-75.734668,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,74,Very Walkable,2023-02-09 14:35:59.814434,45.4005,-75.735,99,Biker's Paradise
3,Unknown Point Feature,1391520,3,28.75,11,10.75,35060379003,ON45410757,35,45.396776,-75.734209,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,73,Very Walkable,2023-02-09 14:51:30.668265,45.3975,-75.7335,99,Biker's Paradise
3,Unknown Point Feature,1411392,3,9.5,4.25,4.25,35061089008,ON45410757,35,45.39292,-75.738839,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,56,Somewhat Walkable,2023-02-09 14:18:53.000426,45.393,-75.7395,99,Biker's Paradise
3,Unknown Point Feature,1447520,3,10.25,3.75,3.75,35061870006,ON45410757,35,45.398762,-75.741205,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,69,Somewhat Walkable,2023-02-09 14:44:27.999640,45.399,-75.741,100,Biker's Paradise
4,Unknown Point Feature,1411337,4,26.25,8,8,35061089001,ON45410757,35,45.393385,-75.735652,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,50,Somewhat Walkable,2023-02-09 14:29:58.647273,45.393,-75.735,98,Biker's Paradise
4,Unknown Point Feature,1447643,4,5.28571428571429,1.85714285714286,1.85714285714286,35061873004,ON45410757,35,45.404186,-75.747291,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,33,Car-Dependent,2023-02-09 14:42:58.843526,45.4035,-75.747,95,Biker's Paradise
3,Unknown Point Feature,1447540,3,7.6,2.4,2.2,35061870010,ON45410757,35,45.398717,-75.742126,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,67,Somewhat Walkable,2023-02-09 14:33:17.174335,45.399,-75.7425,100,Biker's Paradise
4,Unknown Point Feature,1447542,4,7.6,2.4,2.2,35061870010,ON45410757,35,45.398327,-75.741879,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,67,Somewhat Walkable,2023-02-09 14:33:17.174335,45.399,-75.7425,100,Biker's Paradise
4,Unknown Point Feature,1392365,4,8.66666666666667,3.33333333333333,3.33333333333333,35060413003,ON45410757,35,45.395063,-75.740424,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,64,Somewhat Walkable,2023-02-09 14:32:16.514135,45.3945,-75.741,99,Biker's Paradise
3,Unknown Point Feature,1391525,3,25.25,8.5,8.5,35060379004,ON45410757,35,45.394765,-75.734516,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,62,Somewhat Walkable,2023-02-09 14:40:32.495332,45.3945,-75.735,100,Biker's Paradise
4,Unknown Point Feature,1447508,4,6.6,3.2,3,35061870004,ON45410757,35,45.399344,-75.741018,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,69,Somewhat Walkable,2023-02-09 14:44:27.999640,45.399,-75.741,100,Biker's Paradise
3,Unknown Point Feature,1392314,3,21.9230769230769,10.1538461538462,10.0769230769231,35060412003,ON45410757,35,45.397895,-75.735301,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,72,Very Walkable,2023-02-09 14:40:12.721288,45.3975,-75.735,99,Biker's Paradise
3,Unknown Point Feature,1447706,3,2.15686274509804,0.843137254901961,0.803921568627451,35061873016,ON45410757,35,45.403412,-75.742614,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,49,Car-Dependent,2023-02-09 14:54:51.627105,45.4035,-75.7425,100,Biker's Paradise
3,Unknown Point Feature,1447556,3,12,6.23076923076923,6.15384615384615,35061870011,ON45410757,35,45.398984,-75.745195,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,65,Somewhat Walkable,2023-02-09 14:20:56.257176,45.399,-75.7455,99,Biker's Paradise
3,Unknown Point Feature,1391537,3,13.3333333333333,5.33333333333333,5.16666666666667,35060379007,ON45410757,35,45.394953,-75.731177,3059,ISLAND PARK-WELLINGTON VILLAGE,OTTAWA,1,63,Somewhat Walkable,2023-02-09 14:53:03.306898,45.3945,-75.7305,99,Biker's Paradise
